HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）
HP:0000466,Limited neck range of motion,,,Limited cervical range of motion; Limited neck range of motion,,HP:0005986,,是,,否,,,UMLS:C1859212
HP:0000467,Neck muscle weakness,Decreased strength of the neck musculature.,,Floppy neck; Neck muscle weakness,,HP:0001324,HP:0003722,否,,否,,,UMLS:C0240479
HP:0000468,Increased adipose tissue around the neck,An increased amount of subcutaneous fat tissue around the neck.,,Increased fat around the neck,,HP:0009126,,是,,否,,,UMLS:C4025850
HP:0000470,Short neck,Diminished length of the neck.,,Decreased length of neck; Short neck,,HP:0003319,,是,HP:0005992; HP:0200137,否,,,SNOMEDCT_US:95427009; UMLS:C0521525
HP:0000471,Gastrointestinal angiodysplasia,Dysplasia affecting the vasculature of the gastrointestinal tract.,,GI angiodysplasia,,HP:0004296,,是,,否,,,UMLS:C0854242
HP:0000472,Long neck,Increased inferior-superior length of the neck.,,Increased length of neck; Increased cervical length; Cervical elongation; Long neck; Elongated neck,,,,是,,否,,,UMLS:C1839816
HP:0000473,Torticollis,Involuntary contractions of the neck musculature resulting in an abnormal posture of or abnormal movements of the head.,"The word torticollis comes from Latin words meaning twisted neck. Spasmodic torticollis is a focal dystonia that affects the neck and sometimes the shoulders, leading to involuntary contractions of the neck muscles, abnormal movements and postures of the head and neck. The abnormal movements can have both tonic and clonic components and can results in pain and discomfort. Spasmodic torticollis is the most common focal dystonia.",Spasmodic torticollis; Wry neck; Loxia; Cervical dystonia,,HP:0011442; HP:0011006; HP:0012179,HP:0002544,否,,否,,,SNOMEDCT_US:270476009; SNOMEDCT_US:70070008; SNOMEDCT_US:74333002; UMLS:C0040485; UMLS:C0152116; UMLS:C0949445
HP:0000474,Thickened nuchal skin fold,"A thickening of the skin thickness in the posterior aspect of the fetal neck. A nuchal fold (NF) measurement is obtained in a transverse section of the fetal head at the level of the cavum septum pellucidum and thalami, angled posteriorly to include the cerebellum. The measurement is taken from the outer edge of the occiput bone to the outer skin limit directly in the midline. An NF measurement greater than 5 mm at 14 to 17+6 weeks of gestation, or 6 mm at 18 to 28 weeks has been associated with a markedly increased risk for Down syndrome.","The measurement of nuchal fold (NF) thickness during the second trimester is considered to be one of the most sensitive and specific isolated ultrasound marker for the identification of suspected cases of trisomy 21. Thick NF may also be seen in other aneuploidies as well as Turner's syndrome, Noonan's syndrome, Roberts syndrome, Zellweger syndrome and with congenital heart disease and with pathogenic CNVs. A thickened nuchal fold should be distinguished from cystic hygroma, in which the skin in this area has fluid-filled loculations. A thickened nuchal fold should not be confused with nuchal translucency, which is a specific measurement of fluid in the posterior aspect of the neck at 11 to 14 weeks gestation (see practice guidelines at http://www.sogc.org).",Thick nuchal fold; Increased nuchal fold thickness; Thickened skin folds of neck; Excess nuchal skin; Thickened nuchal skin; Increased nuchal fold; Thickened skin over the neck,,HP:0011425,,是,HP:0000477,否,,,UMLS:C1836940
HP:0000475,Broad neck,Increased side-to-side width of the neck.,,Broad neck; Wide neck; Increased width of neck,Thick neck,,,是,,否,,,UMLS:C1853638
HP:0000476,Cystic hygroma,A cystic lymphatic lesion of the neck.,"Cystic hygroma refers to a cystic lymphatic lesion, that can in principle occur anywhere in the body, but is most commonly seen in the head and neck region. The term 'Cystic hygroma' alone is generally used to refer to cystic hygroma of the neck.",Cystic hygroma of the neck,,,HP:0010878; HP:0010879,否,,否,,,NCIT:C8965; SNOMEDCT_US:399882002; SNOMEDCT_US:40225001; SNOMEDCT_US:423984004; UMLS:C0206620
HP:0000478,Abnormality of the eye,"Any abnormality of the eye, including location, spacing, and intraocular abnormalities.",,Abnormality of the eye; Abnormal eye,Eye disease,HP:0000118,HP:0012372; HP:0012373,否,,否,,,SNOMEDCT_US:19416009; SNOMEDCT_US:371405004; SNOMEDCT_US:371409005; UMLS:C0015393; UMLS:C0015397
HP:0000479,Abnormal retinal morphology,A structural abnormality of the retina.,,Anomaly of the retina; Retina issue; Abnormal retina; Abnormality of the retina,Retinal disease,HP:0001098,HP:0000480; HP:0000488; HP:0000532; HP:0000541; HP:0000546; HP:0000556; HP:0000573; HP:0001102; HP:0001103; HP:0007703; HP:0007866; HP:0007973; HP:0008046; HP:0008052; HP:0008061; HP:0009594; HP:0011958; HP:0012777,否,HP:0007901; HP:0007938,否,,,SNOMEDCT_US:29555009; UMLS:C0035300; UMLS:C0035309
HP:0000480,Retinal coloboma,"A notch or cleft of the retina or choroid, located vertically below the optic disc.",,Hole in the back of the eye,,HP:0000589; HP:0000479,,是,HP:0007808,否,,,UMLS:C3540764
HP:0000481,Abnormal cornea morphology,"Any abnormality of the cornea, which is the transparent tissue at the front of the eye that covers the iris, pupil, and anterior chamber.",,Corneal abnormalities; Abnormality of the cornea; Corneal abnormality,Cornela disease,HP:0004328,HP:0001120; HP:0001131; HP:0001140; HP:0007705; HP:0007957; HP:0008048; HP:0011486; HP:0011488; HP:0011492; HP:0011495; HP:0011496; HP:0100583; HP:0100691,否,HP:0007771; HP:0007972,否,,,UMLS:C1855670; UMLS:C4020889
HP:0000482,Microcornea,A congenital abnormality of the cornea in which the cornea and the anterior segment of the eye are smaller than normal. The horizontal diameter of the cornea does not reach 10 mm even in adulthood.,Note that the cornea's diameter is normally about 9.5-10.0 mm at birth and reaches 10.0-12-5 mm in adulthood.,Cornea of eye less than 10mm in diameter; Decreased corneal diameter,,HP:0001120,,是,HP:0100688,否,,,SNOMEDCT_US:26098002; UMLS:C0266544; UMLS:C1167713
HP:0000483,Astigmatism,A type of refraction error associated with abnormal curvatures on the anterior and/or posterior surface of the cornea.,The irregular curvature associated with astigmatism means that the optical system is not symmetric about the optical axis. Most commonly the cornea is affected such that the refractive power in one meridian is less than that of the perpendicular axis. Astigmatism of significant degree causes blurry vision.,Astigmatism; Abnormal curving of the cornea or lens of the eye,,HP:0100691; HP:0000539,HP:0000484,否,,否,,,SNOMEDCT_US:82649003; UMLS:C0004106
HP:0000484,Hyperopic astigmatism,A form of astigmatism in which one meridian is hyperopic while the one at a right angle to it has no refractive error.,,,,HP:0000483,,是,,否,,,SNOMEDCT_US:449734001; UMLS:C1847524
HP:0000485,Megalocornea,An enlargement of the cornea with normal clarity and function. Megalocornea is diagnosed with a horizontal corneal diameter of 12 mm or more at birth or 13 mm or more after two years of age.,,Anterior megalophthalmos; Increased corneal diameter; Enlarged cornea; Macrocornea,,HP:0001120,,是,HP:0007660,否,,,SNOMEDCT_US:204118005; SNOMEDCT_US:268158009; UMLS:C0344530; UMLS:C1167712
HP:0000486,Strabismus,"A misalignment of the eyes so that the visual axes deviate from bifoveal fixation. The classification of strabismus may be based on a number of features including the relative position of the eyes, whether the deviation is latent or manifest, intermittent or constant, concomitant or otherwise and according to the age of onset and the relevance of any associated refractive error.",,Squint; Cross-eyed; Squint eyes,,HP:0000549,HP:0010877,否,HP:0000487,否,,,SNOMEDCT_US:128602000; SNOMEDCT_US:22066006; UMLS:C0038379
HP:0000487,obsolete Congenital strabismus,,,,,,,是,,是,,,
HP:0000488,Retinopathy,"Any noninflammatory disease of the retina. This nonspecific term is retained here because of its wide use in the literature, but if possible new annotations should indicate the precise type of retinal abnormality.",,Noninflammatory retina disease,,HP:0000479,,是,,否,,,SNOMEDCT_US:29555009; UMLS:C0035309
HP:0000489,obsolete Abnormality of globe location or size,,,,,,,是,,是,,,
HP:0000490,Deeply set eye,An eye that is more deeply recessed into the plane of the face than is typical.,"This finding should be distinguished from a prominent supraorbital ridge or inferior orbital margin. In Deeply set eyes, the globe is recessed in comparison to the overall prominence of the face. There is no known objective measurement, and diagnosing this feature depends heavily on the experience of the observer.",Deep set eye; Ocular depression; Deep-set eyes; Deeply set eye; Enophthalmos; Sunken eyes; Sunken eye,,HP:0100886,,是,HP:0000663,否,,,SNOMEDCT_US:246923005; SNOMEDCT_US:80093006; UMLS:C0014306; UMLS:C0423224
HP:0000491,Keratitis,Inflammation of the cornea.,,Corneal inflammation,,HP:0011495; HP:0100533,HP:0001096; HP:0011859,否,,否,,,SNOMEDCT_US:5888003; UMLS:C0022568
HP:0000492,Abnormal eyelid morphology,An abnormality of the eyelids.,,Abnormality of the eyelids; Abnormality of the eyelid,,,HP:0000286; HP:0000498; HP:0000499; HP:0000506; HP:0000621; HP:0000656; HP:0007406; HP:0008050; HP:0009755; HP:0010732; HP:0010750; HP:0011225; HP:0011226; HP:0012905; HP:0100540; HP:3000072,否,HP:0000285,否,,,UMLS:C4021803
HP:0000493,Abnormal foveal morphology,"An abnormality of the fovea centralis, the central area of the macula that mediates central, high resolution vision and contains the largest concentration of cone cells in the retina.",,Abnormality of the fovea,,HP:0001103,HP:0008060; HP:0012152,否,,否,,2008-04-02T01:29:00Z,UMLS:C4025849
HP:0000494,Downslanted palpebral fissures,The palpebral fissure inclination is more than two standard deviations below the mean.,,Downward slanting of the opening between the eyelids; Antimongoloid slanted palpebral fissures; Antimongoloid slant of palpebral fissures; Downward-slanting palpebral fissures; Down-slanting palpebral fissure; Antimongoloid eye slant; Down-slanted palpebral fissures; Downward slanted palpebral fissures; Down-slanting palpebral fissures; Palpebral fissures down-slanted; Downslanting palpebral fissure; Downslanting palpebral fissures; Downward slanting palpebral fissures; Down slanting palpebral fissures,,HP:0200006,,是,HP:0007714; HP:0007908,否,,,SNOMEDCT_US:246800008; UMLS:C0423110
HP:0000495,Recurrent corneal erosions,"The presence of recurrent corneal epithelial erosions. Although most corneal epithelial defects heal quickly, some may show recurrent ulcerations.",,"Recurrent breakdown of clear protective layer of eye; Corneal erosions, recurrent; Recurrent corneal ulceration",Epithelial corneal erosions; Recurrent corneal ulcerations,HP:0200020,,是,HP:0007674; HP:0007749,否,,,SNOMEDCT_US:2055003; SNOMEDCT_US:91514001; UMLS:C0010043; UMLS:C0155119; UMLS:C4020888
HP:0000496,Abnormality of eye movement,An abnormality in voluntary or involuntary eye movements or their control.,,Ocular movement abnormalities; Oculomotor abnormalities; Abnormal extraocular movement; Abnormal extraocular movements; Abnormal movement of the globe of the eye; Eye movement issue; Abnormal motility of the globe of the eye; Abnormality of eye movement; Abnormal ocular movements; Abnormal eye motility; Abnormal eye movement; Eye movement abnormalities; Abnormal eye movements,,HP:0012373,HP:0000542; HP:0000549; HP:0000570; HP:0000597; HP:0000617; HP:0000657; HP:0007941; HP:0011347; HP:0012547,否,HP:0006860,否,,,SNOMEDCT_US:103252009; UMLS:C0497202
HP:0000497,Globe retraction and deviation on abduction,,,,,HP:0011347,,是,,否,,,UMLS:C4025848
HP:0000498,Blepharitis,Inflammation of the eyelids.,,Cellulitis of eyelids; Inflammation of eyelids,,HP:0100533; HP:0000492,,是,,否,,,SNOMEDCT_US:231796003; SNOMEDCT_US:41446000; UMLS:C0005741; UMLS:C0339063
HP:0000499,Abnormal eyelash morphology,An abnormality of the eyelashes.,,Eyelash abnormality; Abnormality of the eyelashes; Abnormal eyelashes,,HP:0000492; HP:0001595,HP:0000527; HP:0001128; HP:0002227; HP:0007665; HP:0008496; HP:0010764; HP:0011231; HP:0011457; HP:0200102,否,HP:0004530,否,,,UMLS:C2675111
HP:0000501,Glaucoma,Glaucoma refers loss of retinal ganglion cells in a characteristic pattern of optic neuropathy usually associated with increased intraocular pressure.,"The feature that differentiates glaucoma from other causes of visual morbidity is a characteristic pattern of damage to the optic nerve head. This is most easily recognized at the superior and inferior poles of the optic disc. The vertical cup:disk ratio (VCDR) has proved to be a simple, relatively robust index of glaucomatous loss of the neuroretinal rim. As with intraocular pressure, VCDR is a continuous variable within the population.",,,HP:0012373,HP:0001087; HP:0012108; HP:0012109,否,,否,,,SNOMEDCT_US:23986001; UMLS:C0017601
HP:0000502,Abnormal conjunctiva morphology,An abnormality of the conjunctiva.,"The conjunctiva is a thin, sparsely vascularized transparent membrane that covers and protects the sclera (the bulbar conjunctiva), and forms the inner lining of the eyelids (the tarsal conjunctiva).",,,,HP:0000509; HP:0001140; HP:0007462; HP:0007799; HP:0008054; HP:0009903; HP:0010637; HP:0012375; HP:0012549; HP:0100780,否,,否,,,UMLS:C4025847
HP:0000503,Tortuosity of conjunctival vessels,The presence of an increased number of twists and turns of the conjunctival blood vessels.,,,,HP:0008054,,是,,否,,,UMLS:C1855391
HP:0000504,Abnormality of vision,Abnormality of eyesight (visual perception).,,Vision issue; Abnormality of sight; Abnormality of vision,,HP:0012373,HP:0000505; HP:0000551; HP:0000613; HP:0000622; HP:0000662; HP:0011514; HP:0012047; HP:0012508; HP:0100576; HP:0100832,否,,否,,,UMLS:C4025846
