HPO编码,标准名称（英文）,标准名称（中文）,定义（中文）
HP:0009141,Depletion of mitochondrial DNA in muscle tissue,肌肉组织中线粒体DNA消耗,
HP:0009142,Duplication of bones involving the upper extremities,上肢骨骼重复,
HP:0009144,Supernumerary bones of the axial skeleton,中轴骨附加骨,
HP:0009145,Abnormal cerebral artery morphology,脑动脉形态异常,
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,第五指末节指骨骨骺膨大,
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,第五指末节指骨小骨骺,
HP:0009149,Triangular epiphysis of the distal phalanx of the 5th finger,第五指末节指骨三角形骨骺,
HP:0009150,Abnormality of the proximal phalanx of the 5th finger,第五指近节指骨异常,
HP:0009152,Abnormality of the epiphyses of the 5th finger,第五指骨骺异常,
HP:0009153,Abnormality of the epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺异常,
HP:0009154,Triangular epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨三角形骨骺,
HP:0009155,Cone-shaped epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨锥形骨骺,
HP:0009157,Ivory epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨象牙色骨骺,
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺膨大,
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺小,
HP:0009160,Absent epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺缺如,
HP:0009161,Aplasia/Hypoplasia of the middle phalanx of the 5th finger,第五指中节指骨发育不全/发育不良,
HP:0009162,Absent middle phalanx of 5th finger,第五指中节指骨缺如,
HP:0009164,Abnormal calcification of the carpal bones,腕骨钙化异常,
HP:0009165,Stippling of the epiphysis of the distal phalanx of the 5th finger,第五指末节指骨骨骺点状钙化,
HP:0009166,Fragmentation of the epiphysis of the distal phalanx of the 5th finger,第五指末节指骨骨骺碎裂,
HP:0009167,Irregular epiphysis of the distal phalanx of the 5th finger,第五指末节指骨骨骺不规则,
HP:0009168,Bullet-shaped middle phalanx of the 5th finger,第五指子弹形中节指骨,
HP:0009169,Broad middle phalanx of the 5th finger,第五指中节指骨变宽,
HP:0009170,Osteolytic defects of the middle phalanx of the 5th finger,第五指中节指骨溶骨性缺陷,
HP:0009171,Triangular epiphyses of the metacarpals,掌骨三角形骨骺,
HP:0009172,Abnormal 4th finger phalanx morphology,第四指指骨形态异常,
HP:0009173,Curved middle phalanx of the 5th finger,第五指中节指骨弯曲,
HP:0009174,Abnormality of the epiphyses of the 4th finger,第四指骨骺异常,
HP:0009175,Patchy sclerosis of the middle phalanx of the 5th finger,第五指中节指骨斑片状硬化,
HP:0009177,Proximal/middle symphalangism of 5th finger,第五指近节/中节关节融合,
HP:0009178,Symphalangism of middle phalanx of 5th finger,第五指中节指关节融合,
HP:0009179,Deviation of the 5th finger,第五指偏斜,
HP:0009180,Ulnar deviation of the 5th finger,第五指尺向偏斜,
HP:0009182,Triangular shaped middle phalanx of the 5th finger,第五指三角形中节指骨,
HP:0009183,Joint contracture of the 5th finger,第五指关节挛缩,
HP:0009184,Contracture of the distal interphalangeal joint of the 5th finger,第五指远节指间关节挛缩,
HP:0009185,Contracture of the proximal interphalangeal joint of the 5th finger,第五指近节指间关节挛缩,
HP:0009186,Contracture of the metacarpophalangeal joint of the 5th finger,第五指的掌指关节挛缩,
HP:0009187,Bracket epiphysis of the distal phalanx of the 5th finger,第五指末节指骨夹板样骨骺,
HP:0009188,Pseudoepiphysis of the distal phalanx of the 5th finger,第五指末节指骨假骨骺,
HP:0009189,Fragmentation of the metacarpal epiphyses,掌骨骨骺碎裂,
HP:0009190,Irregular epiphyses of the metacarpals,掌骨骨骺不规则,
HP:0009191,Ivory epiphyses of the metacarpals,掌骨象牙色骨骺,
HP:0009192,Aplasia/Hypoplasia of the proximal phalanx of the 5th finger,第五指近节指骨发育不全/发育不良,
HP:0009193,Metacarpal pseudoepiphysis,掌骨假骨骺,
HP:0009194,Small epiphyses of the metacarpals,掌骨小骨骺,
HP:0009195,Epiphyseal stippling of the metacarpals,掌骨骨骺点状钙化,
HP:0009196,Absent metacarpal epiphyses,掌骨骨骺缺如,
HP:0009197,Bracket epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨夹板样骨骺,
HP:0009198,Abnormality of the epiphysis of the distal phalanx of the 5th finger,第五指末节指骨骨骺异常,
HP:0009199,Irregular epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺不规则,
HP:0009200,Pseudoepiphysis of the proximal phalanx of the 5th finger,第五指近节指假骨骺,
HP:0009201,Stippling of the epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺点状钙化,
HP:0009202,Fragmentation of the epiphysis of the proximal phalanx of the 5th finger,第五指近节指骨骨骺碎裂,
HP:0009203,Absent epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺缺如,
HP:0009204,Bracket epiphysis of the middle phalanx of the 5th finger,第五指中节指骨夹板样骨骺,
HP:0009205,Cone-shaped epiphysis of the middle phalanx of the 5th finger,第五指中节指骨锥形骨骺,
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺膨大,
HP:0009207,Fragmentation of the epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺碎裂,
HP:0009208,Irregular epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺不规则,
HP:0009209,Ivory epiphysis of the middle phalanx of the 5th finger,第五指中节指骨象牙色骨骺,
HP:0009210,Pseudoepiphysis of the middle phalanx of the 5th finger,第五指中节指骨假骨骺,
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺小,
HP:0009212,Stippling of the epiphysis of the middle phalanx of the 5th finger,第五指中节指骨骨骺点状钙化,
HP:0009213,Triangular epiphysis of the middle phalanx of the 5th finger,第五指中节指骨三角形骨骺,
HP:0009214,Absent epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺缺如,
HP:0009215,Bracket epiphysis of the middle phalanx of the 4th finger,第四指中节指骨夹板样骨骺,
HP:0009216,Cone-shaped epiphysis of the middle phalanx of the 4th finger,第四指中节指骨锥形骨骺,
HP:0009217,Enlarged epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺膨大,
HP:0009218,Fragmentation of the epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺碎裂,
HP:0009219,Irregular epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺不规则,
HP:0009220,Ivory epiphysis of the middle phalanx of the 4th finger,第四指中节指骨象牙色骨骺,
HP:0009221,Pseudoepiphysis of the middle phalanx of the 4th finger,第四手指中节指骨假骨骺,
HP:0009222,Small epiphysis of the middle phalanx of the 4th finger,第四指中节指骨小骨骺,
HP:0009223,Stippling of the epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺点状钙化,
HP:0009224,Triangular epiphysis of the middle phalanx of the 4th finger,第四指中节指骨三角形骨骺,
HP:0009225,Aplasia of the proximal phalanx of the 5th finger,第五指近节指骨发育不全,
HP:0009226,Short proximal phalanx of the 5th finger,第五指近节指骨短,
HP:0009227,Broad proximal phalanx of the 5th finger,第五指近节指骨变宽,
HP:0009228,Bullet-shaped proximal phalanx of the 5th finger,第五指子弹形近节指骨,
HP:0009229,Curved proximal phalanx of the 5th finger,第五指近节指骨弯曲,
HP:0009230,Osteolytic defects of the proximal phalanx of the 5th finger,第五指近节指骨溶骨性缺陷,
HP:0009231,Patchy sclerosis of the proximal phalanx of the 5th finger,第五指近节指骨斑片状硬化,
HP:0009232,Symphalangism affecting the proximal phalanx of the 5th finger,第五指近节指关节粘连,
HP:0009233,Triangular shaped proximal phalanx of the 5th finger,第五指三角形近节指骨,
HP:0009234,Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal,第五指近节指骨与第五掌骨掌指关节融合,
HP:0009236,Rhomboid or triangular shaped 5th finger proximal phalanx,第五指近节指骨菱形或三角形,
HP:0009237,Short 5th finger,第五指发育不全或不发育,
HP:0009238,Aplasia of the 5th finger,第五指发育不全,
HP:0009239,Aplasia/Hypoplasia of the distal phalanx of the 5th finger,第五指末节指骨发育不良/发育不全,
HP:0009240,Broad distal phalanx of the 5th finger,第五指末节指骨变宽,
HP:0009241,Bullet-shaped distal phalanx of the 5th finger,第五指子弹形末节指骨,
HP:0009242,Osteolytic defects of the distal phalanx of the 5th finger,第五指末节指骨溶骨性缺陷,
HP:0009243,Patchy sclerosis of the distal phalanx of the 5th finger,第五指末节指骨斑片状硬化,
HP:0009244,Distal/middle symphalangism of 5th finger,第五指末节/中节指关节融合,
HP:0009245,Triangular shaped distal phalanx of the 5th finger,第五指三角形末节指骨,
HP:0009246,Aplasia of the distal phalanx of the 5th finger,第五指末节指骨发育不全,
HP:0009247,Abnormality of the epiphysis of the middle phalanx of the 4th finger,第四指中节指骨骨骺异常,
HP:0009248,Abnormality of the epiphysis of the proximal phalanx of the 4th finger,第四指近端指骨骨骺异常,
HP:0009249,Abnormality of the epiphysis of the distal phalanx of the 4th finger,第四指的末节指骨骨骺异常,
HP:0009250,Absent epiphysis of the distal phalanx of the 4th finger,第四指的末节指骨骨骺缺如,
HP:0009251,Bracket epiphysis of the distal phalanx of the 4th finger,第四指末节指骨夹板样骨骺,
HP:0009252,Cone-shaped epiphysis of the distal phalanx of the 4th finger,第四指的末节指骨锥形骨骺,
HP:0009253,Enlarged epiphysis of the distal phalanx of the 4th finger,第四指末节指骨骨骺膨大,
HP:0009254,Fragmentation of the epiphysis of the distal phalanx of the 4th finger,第四指末节指骨骨骺碎裂,
HP:0009255,Irregular epiphysis of the distal phalanx of the 4th finger,第四指末节指骨不规则骨骺,
HP:0009256,Ivory epiphysis of the distal phalanx of the 4th finger,第四指末节指骨象牙色骨骺,
HP:0009257,Pseudoepiphysis of the distal phalanx of the 4th finger,第四指末节指骨假骨骺,
HP:0009258,Small epiphysis of the distal phalanx of the 4th finger,第四指末节指骨小骨骺,
HP:0009259,Stippling of the epiphysis of the distal phalanx of the 4th finger,第四指末节指骨骨骺点状钙化,
HP:0009260,Triangular epiphysis of the distal phalanx of the 4th finger,第四指末节指骨三角形骨骺,
HP:0009261,Absent epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨骨骺缺如,
HP:0009262,Bracket epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨夹板样骨骺,
HP:0009263,Cone-shaped epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨锥形骨骺,
HP:0009264,Enlarged epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨骨骺膨大,
HP:0009265,Fragmentation of the epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨骨骺碎裂,
HP:0009266,Irregular epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨不规则骨骺,
HP:0009267,Ivory epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨象牙色骨骺,
HP:0009268,Pseudoepiphysis of the proximal phalanx of the 4th finger,第四指近节指骨假骺,
HP:0009269,Small epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨骨骺小,
HP:0009270,Stippling of the epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨骨骺点状钙化,
HP:0009271,Triangular epiphysis of the proximal phalanx of the 4th finger,第四指近节指骨三角形骨骺,
HP:0009272,Aplasia/Hypoplasia of the 4th finger,第四指发育不良/发育不全,
HP:0009273,Deviation of the 4th finger,第四指偏斜,
HP:0009274,Joint contracture of the 4th finger,第四指关节挛缩,
HP:0009275,Contracture of the distal interphalangeal joint of the 4th finger,第四指的远端指间关节挛缩,
HP:0009276,Contracture of the proximal interphalangeal joint of the 4th finger,第四指的近端指间关节挛缩,
HP:0009277,Contracture of the metacarpophalangeal joint of the 4th finger,第四指的掌指关节挛缩,
HP:0009278,Ulnar deviation of the 4th finger,第四指尺向偏斜,
HP:0009279,Radial deviation of the 4th finger,第四指桡向偏斜,
HP:0009280,Short 4th finger,第四指中节指骨短,
HP:0009281,Aplasia of the 4th finger,第四指发育不全,
HP:0009282,Abnormality of the distal phalanx of the 4th finger,第四指末节指骨异常,
HP:0009283,Abnormality of the middle phalanx of the 4th finger,第四指中节指骨异常,
HP:0009284,Abnormality of the proximal phalanx of the 4th finger,第四指近节指骨异常,
HP:0009285,Curved phalanges of the 4th finger,第四指指骨弯曲,
HP:0009286,Curved distal phalanx of the 4th finger,第四指末节指骨弯曲,
HP:0009287,Curved middle phalanx of the 4th finger,第四指中节指骨弯曲,
HP:0009288,Curved proximal phalanx of the 4th finger,第四指近节指骨弯曲,
HP:0009289,Aplasia/Hypoplasia of the distal phalanx of the 4th finger,第四指末节指骨发育不良/发育不全,
HP:0009290,Short distal phalanx of the 4th finger,第四指末节指骨短,
HP:0009291,Aplasia of the distal phalanx of the 4th finger,第四指末节指骨发育不全,
HP:0009292,Broad distal phalanx of the 4th finger,第四指末节指骨变宽,
HP:0009293,Broad middle phalanx of the 4th finger,第四指中节指骨变宽,
HP:0009294,Absent middle phalanx of 4th finger,第四指中节指骨缺如,
HP:0009295,Short middle phalanx of the 4th finger,第四指中节指骨短,
HP:0009296,Bullet-shaped middle phalanx of the 4th finger,第四指子弹形中节指骨,
HP:0009297,Osteolytic defects of the middle phalanx of the 4th finger,第四指中节指骨溶骨性缺陷,
HP:0009298,Aplasia of the proximal phalanx of the 4th finger,第四指近节指骨发育不全,
HP:0009299,Aplasia/Hypoplasia of the middle phalanx of the 4th finger,第四指中节指骨发育不良/发育不全,
HP:0009300,Aplasia/Hypoplasia of the proximal phalanx of the 4th finger,第四指近节指骨发育不良/发育不全,
HP:0009301,Short proximal phalanx of the 4th finger,第四手指近节指骨短,
HP:0009302,Bullet-shaped distal phalanx of the 4th finger,第四指子弹形末节指骨,
HP:0009303,Osteolytic defects of the distal phalanx of the 4th finger,第四手指末节指骨溶骨性缺陷,
HP:0009304,Patchy sclerosis of the distal phalanx of the 4th finger,第四手指末节指骨斑片状硬化,
HP:0009305,Distal/middle symphalangism of 4th finger,第四指末节/中节指骨融合,
HP:0009306,Triangular shaped distal phalanx of the 4th finger,第四指三角形末节指骨,
HP:0009307,Patchy sclerosis of the middle phalanx of the 4th finger,第四指中节指斑片状骨硬化,
HP:0009308,Symphalangism of middle phalanx of 4th finger,第四指中节指关节融合,
HP:0009309,Triangular shaped middle phalanx of the 4th finger,第四指三角形中节指骨,
HP:0009310,Broad proximal phalanx of the 4th finger,第四指近节指骨变宽,
HP:0009311,Bullet-shaped proximal phalanx of the 4th finger,第四指子弹形近节指骨,
HP:0009312,Osteolytic defects of the proximal phalanx of the 4th finger,第四指近节指骨溶骨性缺陷,
HP:0009313,Patchy sclerosis of the proximal phalanx of the 4th finger,第四指近节指骨斑片状硬化,
HP:0009314,Symphalangism affecting the proximal phalanx of the 4th finger,第四指近节指关节融合,
HP:0009315,Triangular shaped proximal phalanx of the 4th finger,第四指三角形近节指骨,
HP:0009316,Abnormal 3rd finger phalanx morphology,第三指指骨形态异常,
HP:0009317,Deviation of the 3rd finger,第三指偏离,
HP:0009318,Aplasia/Hypoplasia of the 3rd finger,第三指发育不全/发育不良,
HP:0009319,Joint contracture of the 3rd finger,第三指关节挛缩,
HP:0009320,Abnormality of the epiphyses of the 3rd finger,第三指骨骺异常,
HP:0009321,Absent epiphysis of the middle phalanx of the 3rd finger,第三指中节指骨骨骺缺如,
HP:0009322,Bracket epiphysis of the middle phalanx of the 3rd finger,第三指中节指骨夹板样骨骺,
HP:0009323,Cone-shaped epiphysis of the middle phalanx of the 3rd finger,第三指中节指骨锥形骨骺,
HP:0009324,Enlarged epiphysis of the middle phalanx of the 3rd finger,第三指中节指骨骨骺膨大,
HP:0009325,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,第三指中节指骨骨骺碎裂,
