HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）,标准名称（中文）,定义（中文）,精确同义词（中文）,相关同义词（中文）,注释（中文）
HP:0004290,Sclerosis of hand bones with transverse striations,,,,,HP:0004281,,是,,否,,,UMLS:C4025366,手骨硬化伴横纹,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004291,Stippled calcification of hand bones,,,,,HP:0004280,,是,,否,,,UMLS:C4025365,手部骨骼点状钙化,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004292,Undermodelled hand bones,,,,,HP:0005922,,是,,否,,,UMLS:C4025364,未成形手部骨骼,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004293,Synostosis of second metacarpal-trapezoid,Fusion of the second metacarpal-trapezoid.,,Fusion of second metacarpal-trapezoid,,HP:0009705; HP:0100328,,是,,否,,,UMLS:C4021665,第二掌骨-小多角骨骨融合,,第二掌骨-大多角骨融合,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004294,Subluxation of metacarpal phalangeal joints,A partial dislocation affecting some or all of the metacarpophalangeal joints.,,Subluxation of metacarpophalangeal joints; Partial knuckle dislocation,,HP:0011911,HP:0005747,否,,否,,,UMLS:C4025363,掌骨指骨关节半脱位,,掌指关节半脱位; 部分指间关节脱位,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004295,Abnormal gastric mucosa morphology,An abnormality of the gastric mucous membrane.,,Abnormality of the gastric mucosa; Abnormality of the mucous membrane layer of stomach,,HP:0002577,HP:0002592; HP:0005263,否,,否,,2008-02-20T11:12:00Z,UMLS:C4025362,胃黏膜形态异常,,胃黏膜异常; 胃黏膜层异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004296,Abnormal gastrointestinal vascular morphology,,,Abnormality of GI vasculature; Abnormality of GI blood vessels; Abnormality of gastrointestinal vasculature,,HP:0012718,HP:0000471; HP:0002604; HP:0002629,否,,否,,2008-02-20T11:24:00Z,UMLS:C4025361,胃肠血管形态异常,,胃肠血管异常; 胃肠血管异常; 胃肠血管异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004297,Abnormality of the biliary system,An abnormality of the biliary system.,,,,HP:0001392,HP:0001080; HP:0001396; HP:0005264; HP:0006563; HP:0006580,否,,否,,2008-02-20T11:34:00Z,UMLS:C0940767,胆道系统异常,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004298,Abnormal abdominal wall morphology,The presence of any abnormality affecting the abdominal wall.,,Abnormality of external features of the abdomen; Abnormality of the abdominal wall,,,HP:0001551; HP:0004392; HP:0010866; HP:0010991; HP:0100548,否,HP:0001462,否,,2008-02-20T11:40:00Z,UMLS:C4021664,腹壁异常,,腹部外形异常; 腹壁异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004299,Hernia of the abdominal wall,The presence of a hernia in the abdominal wall.,A hernia refers to a sac formed by the lining of the abdominal cavity (peritoneum). The sac can protrude through a hole or weak area in the abdominal fascia.,Herniated abdominal wall,,HP:0100790; HP:0010866,HP:0000023; HP:0001537; HP:0001539; HP:0002933; HP:0004872; HP:0100541,否,,否,,2008-02-20T11:42:00Z,Fyler:4414; SNOMEDCT_US:128545000; UMLS:C1442978,腹壁疝,,腹壁疝气,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,疝是指由腹腔内膜（腹膜）形成的囊袋。该囊袋可以通过腹部筋膜上的孔洞或薄弱区域突出。
HP:0004302,Functional motor deficit,,,Functional motor problems,,HP:0011804,HP:0002359; HP:0003388; HP:0003551; HP:0003698; HP:0009046,否,,否,,2008-02-20T11:52:00Z,UMLS:C4025360,功能性运动障碍,,功能运动障碍,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004303,Abnormal muscle fiber morphology,"Any abnormality of the skeletal muscle cell. Muscle fibers are subdivided into two types. Type I fibers are fatigue-resistant and rich in oxidative enzymes (they stain light with the myosin ATPase reaction), and type II fibers are fast-contracting, fatigue-prone, and rich in glycolytic enzymes (these fibers stain darkly). Normal muscle tissue has a random distribution of type I and type II fibers.","Normal human muscle is composed of many individual muscle fibers bundled together by layers of connective tissue that are arranged in a nesting-doll like fashion. The inner most structure, the single muscle fiber, is covered by a thin layer of primarily reticular fibers called the endomysium. The endomysium is quite inconspicuous and muscle fibers appear to be in direct contact with each other. The finest capillaries, nerve twigs and lymphatic capillaries are found within the endomysium. Groups of muscle fibers are bound together by the thicker perimysium, forming structures called fascicles. Capillaries, nerve fibers and lymphatic vessels also track in the perimyseum. Bundles of fascicles are encased within the dense irregular connective tissue of the epimysium. These connective tissue layers provide mechanical protection for the muscle fibers and increase the tensile strength of the muscle. The layers are continuous with the tendon, which provides attachment to bone. Individual muscle fibers are syncytia, formed by embryonic fusion of many myoblasts or later, myosatellite cells. Each muscle fiber contains many nuclei, peripherally positioned immediately adjacent to the sarcolemmal membrane. In healthy muscle only 3-5 percent of fibers contain nuclei that are located internally, within the cell, but many disease processes lead to internal nuclei. Each nucleus provides a segment of the cell with needed translated protein products.",Abnormal skeletal muscle fibre morphology; Abnormality of muscle fibers; Abnormal muscle fibre morphology; Abnormality of muscle fibres; Abnormal skeletal muscle fiber morphology,,HP:0011805,HP:0003200; HP:0003555; HP:0003687; HP:0003713; HP:0003736; HP:0003791; HP:0003805; HP:0012084; HP:0100293; HP:0100295; HP:0100296; HP:0100297; HP:0100298; HP:0100299; HP:0100305,否,HP:0003706; HP:0011806,否,,2008-02-20T12:04:00Z,UMLS:C4021663,肌纤维形态异常,,异常骨骼肌纤维形态学; 肌肉纤维异常; 异常肌肉纤维形态学; 肌肉纤维异常; 异常骨骼肌纤维形态学,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,正常的人类肌肉由许多单个肌纤维组成，这些肌纤维被多层结缔组织包裹在一起，排列方式类似于俄罗斯套娃。最内层结构是单一的肌纤维，它被一层主要为网状纤维的薄层称为内皮下基膜（endomysium）所覆盖。内皮下基膜非常不显眼，肌纤维似乎直接接触彼此。在内皮下基膜中可以找到最细的毛细血管、神经分支和淋巴管。肌纤维群由较厚的外皮下基膜（perimysium）包裹在一起，形成称为肌束（fascicles）的结构。毛细血管、神经纤维和淋巴管也分布在这些肌束之间。多个肌束被包在表皮下基膜（epimysium）的致密不规则结缔组织中。这些结缔组织层为肌肉纤维提供机械保护，并增加肌肉的拉伸强度
HP:0004305,Involuntary movements,"Involuntary contractions of muscle leading to involuntary movements of extremities, neck, trunk, or face.",,Involuntary muscle contractions; Involuntary movements,,HP:0011442; HP:0100022,HP:0001336; HP:0001337; HP:0002072; HP:0002169; HP:0002305; HP:0002380; HP:0007166; HP:0008767; HP:0100248,否,HP:0007120,否,,2008-02-20T12:18:00Z,SNOMEDCT_US:102542000; UMLS:C0235086,不自主运动,,不自主肌肉收缩; 不自主运动,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004306,Abnormal endocardium morphology,An abnormality of the endocardium.,,Abnormality of the endomycoardium; Abnormality of the endocardium,,HP:0001627,HP:0001706; HP:0006685; HP:0100584,否,HP:0005260,否,,2008-02-20T01:23:00Z,UMLS:C4021662,心内膜形态异常,,心内膜异常; 心内膜异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004307,Abnormal anatomic location of the heart,Developmental defect characterized by an anomalous anatomic location of the heart.,,,,HP:0001627,HP:0001651; HP:0001683; HP:0011599; HP:0011600,否,,否,,2008-02-20T01:23:00Z,UMLS:C4025359,心脏解剖位置异常,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004308,Ventricular arrhythmia,,,Ventricular arrhythmias,,HP:0011675,HP:0001663; HP:0001664; HP:0004309; HP:0005155; HP:0006682,否,,否,,2008-02-20T01:28:00Z,SNOMEDCT_US:44103008; UMLS:C0085612,室性心律失常,,室性心律失常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004309,Ventricular preexcitation,An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway.,"Pre-excitation syndromes are generally caused by accelerated conduction along an accessory pathway, but in some cases there is accelerated conduction through the normal AV node.",Pre-excitation syndrome; Ventricular pre-excitation; Preexcitation,,HP:0004308,HP:0001716; HP:0006684,否,HP:0006676,否,,2008-02-20T01:29:00Z,SNOMEDCT_US:195060002; UMLS:C0559106,心室预激,,预激综合征; 室性预激综合征; 预兴奋综合征,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,预激综合征通常由附加传导通路的加速传导引起，但在某些情况下可以通过正常的房室结加速传导。
HP:0004311,Abnormal macrophage morphology,An abnormality of macrophages.,,Abnormality of macrophages; Abnormality of histiocytes,,HP:0010974,HP:0001982; HP:0002955; HP:0004333; HP:0012156; HP:0100727,否,HP:0004310,否,,2008-02-20T03:14:00Z,UMLS:C4021661,巨噬细胞形态异常,,巨噬细胞异常; 噬细胞异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0004312,Abnormal reticulocyte morphology,A reticulocyte abnormality.,Reticulocytes are immature erythrocytes that show a basophilic reticulum under vital staining.,Abnormality of reticulocytes,,HP:0001877,HP:0001896; HP:0001923,否,,否,,2008-02-20T03:19:00Z,UMLS:C4025358,网织红细胞形态异常,,网织红细胞异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,网织红细胞是未成熟的红细胞，在活体染色下显示碱性网状结构。
HP:0004313,Decreased circulating immunoglobulin concentration,An abnormally decreased level of immunoglobulin in blood.,"In humans, immunoglobulins comprise the five antibody isotypes IgA, IgD, IgE, IgG and IgM.",Hypogammaglobulinemia; Reduced immunoglobulin levels; Decreased circulating antibody level; Decreased serum immunoglobulin; Immunoglobulin deficiency; Decreased immunoglobulin level; Decreased antibody level in blood,,HP:0010701,HP:0002720; HP:0002850; HP:0002961; HP:0003139; HP:0004315; HP:0004432; HP:0005432; HP:0005479; HP:0012475,否,HP:0010703,否,,2008-02-20T03:34:00Z,SNOMEDCT_US:119250001; UMLS:C0086438; UMLS:C4048270,循环抗体水平降低,,低丙种球蛋白血症; 免疫球蛋白水平降低; 循环抗体水平降低; 血清免疫球蛋白降低; 免疫球蛋白缺乏症; 免疫球蛋白水平降低; 血液中抗体水平降低,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,在人类中，免疫球蛋白包括五种抗体类型IgA、IgD、IgE、IgG和IgM。
